price,location,house_type,rooms,bathrooms,rent_duration,property address,estate name,property size,condition,furnishing,pets,facilities,service charge,agency fee,legal and agreement fee,caution fee,housing quality,total rooms,parking space,smoking,parties,broker fee,new property,furnished
"₦ 1,800,000","Abuja, Durumi",Block of Flats,3 bedrooms,4 bathrooms,per annum,before American int'l school,,14 sqm,Renovated,Unfurnished,,"Pop Ceiling,Kitchen Cabinets,Air Conditioning,Dishwasher,Hot Water,Balcony,Tiled Floor,Dining Area,Kitchen Shelf,Chandelier,Wardrobe,Pre Paid Meter",Yes,10.0,5.0,,,,,,,,,
"₦ 1,000,000","Enugu, Enugu / Enugu State",Apartment,3 bedrooms,3 bathrooms,per annum,"Thinkers corner, behind AC drugs",,,Newly Built,Unfurnished,No Pets,,,,,,,,,,,,,
"₦ 850,000","Enugu, Enugu / Enugu State",Block of Flats,3 bedrooms,4 bathrooms,per annum,Thinkers corner,,,Newly Built,Unfurnished,No Pets,"24 Hours Electricity,Dining Area",,,,,,,,,,,,
"₦ 800,000","Enugu, Enugu / Enugu State",Block of Flats,3 bedrooms,4 bathrooms,per annum,Thinkers corner,Thinkers corner,,Newly Built,Unfurnished,No Pets,"24 Hours Electricity,Dining Area,Pop Ceiling,Pre Paid Meter,Kitchen Cabinets,Wardrobe,Tiled Floor,Kitchen Shelf",,,,,,,,,,,,
"₦ 700,000","Enugu, Enugu / Enugu State",Bungalow,3 bedrooms,3 bathrooms,per annum,Goshen estate,Goshen estate,,Newly Built,Semi-Furnished,Pets Allowed,"Microwave,Pre Paid Meter,Air Conditioning,Kitchen Shelf,Dining Area,Kitchen Cabinets,Balcony,Pop Ceiling,Dishwasher,Hot Water,Chandelier",,,,,,,,,,,,
"₦ 700,000","Enugu, Enugu / Enugu State",Apartment,3 bedrooms,3 bathrooms,per annum,New layout,Wtc estate,,Newly Built,Semi-Furnished,,,,,,,,,,,,,,
"₦ 1,500,000","Enugu, Enugu / Enugu State",Block of Flats,3 bedrooms,4 bathrooms,per annum,independence layout,independence layout,1000 sqm,Newly Built,Furnished,No Pets,"Apartment,Tiled Floor,Hot Water,Dishwasher,24 Hours Electricity,Dining Area,Kitchen Cabinets,Pop Ceiling,Balcony,Pre Paid Meter,Wardrobe",,,,,,,,,,,,
"₦ 800,000","Enugu, Enugu / Enugu State",Block of Flats,3 bedrooms,4 bathrooms,per annum,independence layout,,,Newly Built,Furnished,,,,,,,,,,,,,,
"₦ 500,000","Enugu, Enugu / Enugu State",Apartment,3 bedrooms,4 bathrooms,per annum,Trans Ekulu,,,Newly Built,Furnished,,,,,,,,,,,,,,
"₦ 600,000","Enugu, Enugu / Enugu State",Bungalow,3 bedrooms,3 bathrooms,per annum,Trans Ekulu,,,Newly Built,Furnished,,,,,,,,,,,,,,
"₦ 1,000,000","Enugu, Enugu / Enugu State",Apartment,3 bedrooms,4 bathrooms,anually,Thinkers corner,,,Newly Built,Furnished,,,,,,,,,,,,,,
"₦ 700,000","Enugu, Enugu / Enugu State",Apartment,2 bedrooms,2 bathrooms,per annum,2 bedroom flat,thinkers corner,,Newly Built,Semi-Furnished,,"Pre Paid Meter,Air Conditioning,Chandelier,Kitchen Shelf,Refrigerator,Kitchen Cabinets,Dining Area,Tiled Floor,Balcony,Hot Water,Microwave,Dishwasher",,,,,,,,,,,,
"₦ 800,000","Enugu, Enugu / Enugu State",Apartment,2 bedrooms,3 bathrooms,per annum,thinkers corner,,1500 sqm,Newly Built,Semi-Furnished,,"Kitchen Cabinets,Tiled Floor,Pre Paid Meter,Pop Ceiling,Wardrobe,Hot Water,24 Hours Electricity,Chandelier,Dishwasher,Kitchen Shelf,Dining Area,Balcony",,,,,,,,,,,,
"₦ 600,000","Enugu, Enugu / Enugu State",Block of Flats,2 bedrooms,3 bathrooms,per annum,trans ekulu opposite CBN quaters,opposite CBN,600 sqm,Newly Built,Semi-Furnished,,"Hot Water,Pop Ceiling,Dining Area,Kitchen Cabinets,24 Hours Electricity,Kitchen Shelf,Balcony,Wardrobe,Apartment,Pre Paid Meter",,,,,,,,,,,,
"₦ 600,000","Enugu, Enugu / Enugu State",Apartment,2 bedrooms,2 bathrooms,per annum,Golf estate enugu,,,Fairly Used,Semi-Furnished,,"Chandelier,Pop Ceiling,Hot Water,Wi-Fi,Balcony,Kitchen Cabinets,Dining Area,Kitchen Shelf,24 Hours Electricity,Air Conditioning,Microwave,Dishwasher",,,,,,,,,,,,
"₦ 800,000","Enugu, Enugu / Enugu State",Bungalow,2 bedrooms,3 bathrooms,per annum,independence layout,,,Fairly Used,Furnished,,,,,,,,,,,,,,
"₦ 600,000","Enugu, Enugu / Enugu State",Block of Flats,2 bedrooms,3 bathrooms,per annum,Trans Ekulu,,,Newly Built,Furnished,,,,,,,,,,,,,,
"₦ 1,200,000","Enugu, Enugu / Enugu State",Bungalow,2 bedrooms,3 bathrooms,per annum,golf extension,golf extension,900 sqm,Newly Built,Semi-Furnished,,"Pre Paid Meter,24 Hours Electricity,Apartment,Balcony,Tiled Floor,Kitchen Shelf,Kitchen Cabinets",,,,,,,,,,,,
"₦ 1,500,000","Enugu, Enugu / Enugu State",Apartment,2 bedrooms,3 bathrooms,per annum,thinkers corner,,,Newly Built,Furnished,,,,,,,,,,,,,,
"₦ 500,000","Enugu, Enugu / Enugu State",Apartment,2 bedrooms,2 bathrooms,per annum,new haven ext,,,Newly Built,Furnished,,,,,,,,,,,,,,
"₦ 550,000","Enugu, Enugu / Enugu State",Apartment,2 bedrooms,3 bathrooms,per quarter,Trans Ekulu,,,Newly Built,Furnished,,,,,,,,,,,,,,
"₦ 500,000","Rivers, Obio-Akpor",Block of Flats,1 bedroom,2 bathrooms,per annum,Mandela Estate SARS road,Mandela Estate SARS road,,Newly Built,Furnished,No Pets,,Yes,50000.0,25000.0,50000.0,,,,,,,,
"₦ 250,000","Rivers, Obio-Akpor",Block of Flats,1 bedroom,1 bathroom,per annum,Akwaka Rumuodumaya potharcourt,Akwaka Rumuodumaya potharcourt,,Newly Built,Furnished,No Pets,,,,,,,,,,,,,
"₦ 450,000","Rivers, Port-Harcourt",Apartment,1 bedroom,2 bathrooms,per annum,Ada george,Ada George,900 sqm,Newly Built,Semi-Furnished,,"Wardrobe,Balcony,Dishwasher,Pop Ceiling,Hot Water,Kitchen Shelf,Kitchen Cabinets,Pre Paid Meter,Tiled Floor",,,,,,,,,,,,
"₦ 800,000","Rivers, Port-Harcourt",Apartment,1 bedroom,2 bathrooms,per annum,Rumuibekwe Estate PH,Rumuibekwe Estate PH,,Fairly Used,Unfurnished,,,,,,,,,,,,,,
"₦ 270,000","Rivers, Obio-Akpor",House,1 bedroom,1 bathroom,per annum,ALAKAHIA,,,Fairly Used,Semi-Furnished,Pets Allowed,"Balcony,Dining Area,Kitchen Shelf,Kitchen Cabinets,Tiled Floor,Wardrobe,24 Hours Electricity,Apartment",,,,,,,,,,,,
"₦ 600,000","Rivers, Obio-Akpor",Apartment,1 bedroom,2 bathrooms,per annum,ALAKAHIA / Choba,,,Newly Built,Furnished,,"24 Hours Electricity,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre Paid Meter,Tiled Floor,Wardrobe",Yes,60000.0,,,,,,,,,,
"₦ 500,000","Rivers, Obio-Akpor",Block of Flats,1 bedroom,2 bathrooms,per annum,Mandela Estate SARS road,Mandela Estate SARS road,,Newly Built,Furnished,No Pets,,Yes,50000.0,25000.0,50000.0,,,,,,,,
"₦ 270,000","Rivers, Obio-Akpor",Apartment,1 bedroom,1 bathroom,per annum,ALAKAHIA,,,Fairly Used,Semi-Furnished,,"Balcony,Dining Area,Kitchen Cabinets,Tiled Floor,Wardrobe,24 Hours Electricity",Yes,10.0,,,,,,,,,,
"₦ 600,000","Rivers, Obio-Akpor",Block of Flats,1 bedroom,2 bathrooms,per quarter,This property is opposite Naf base Eliozu,,,Newly Built,Semi-Furnished,,"24 Hours Electricity,Balcony,Pop Ceiling,Hot Water,Kitchen Cabinets,Dining Area,Pre Paid Meter",Yes,10.0,5.0,60000.0,,,,,,,,
"₦ 400,000","Rivers, Obio-Akpor",Block of Flats,1 bedroom,1 bathroom,per quarter,This property is located at Eliozu,,,Newly Built,Semi-Furnished,,"Tiled Floor,Hot Water,Balcony,24 Hours Electricity,Pop Ceiling,Kitchen Cabinets,Pre Paid Meter,Wardrobe",Yes,10.0,5.0,50000.0,,,,,,,,
"₦ 10,000","Imo, Owerri",Apartment,5 bedrooms,5 bathrooms,per month,Located in Owerri,ROYAL ALBERT SERVICED APARTMENT,800 sqm,Newly Built,Furnished,No Pets,"24 Hours Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Refrigerator,Tiled Floor,TV,Wardrobe",Yes,,,,,,,,,,,
"₦ 10,000","Imo, Owerri",Bungalow,5 bedrooms,5 bathrooms,per month,Located in Owerri,ROYAL ALBERT SERVICED APARTMENTS,800 sqm,Newly Built,Furnished,No Pets,"24 Hours Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Refrigerator,Tiled Floor,TV,Wardrobe",,,,,,,,,,,,
"₦ 10,000","Imo, Owerri",Apartment,5 bedrooms,5 bathrooms,per month,Located in Owerri,ROYAL ALBERT SERVICED APARTMENT,800 sqm,Newly Built,Furnished,No Pets,"24 Hours Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Refrigerator,Tiled Floor,TV,Wardrobe",Yes,,,,,,,,,,,
"₦ 2,000,000","Imo, Owerri",Duplex,5 bedrooms,5 bathrooms,anually,,,,,,,,,,,,,6.0,Yes,,,,Yes,Yes
"₦ 1,500,000","Imo, Owerri",Duplex,5 bedrooms,5 bathrooms,anually,,,,,,,,,,,,,6.0,Yes,,,,Yes,Yes
"₦ 1,500,000","Imo, Owerri",Duplex,5 bedrooms,5 bathrooms,anually,Located within Concord Axis,,2500 sqm,Fairly Used,Semi-Furnished,Pets Allowed,,,,,,Standard,6.0,Yes,Allowed,Allowed,No,,
"₦ 1,500,000","Imo, Owerri",Duplex,5 bedrooms,5 bathrooms,anually,,,2500 sqm,,,Pets Allowed,,,,,,,6.0,Yes,Allowed,Allowed,No,No,Yes
"₦ 2,500,000","Imo, Owerri",Duplex,5 bedrooms,5 bathrooms,anually,,,700 sqm,,Semi-Furnished,Pets Allowed,,,,,,,6.0,Yes,Allowed,Allowed,No,Yes,
"₦ 1,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,per annum,woji estate,woji estate,950 sqm,Fairly Used,Semi-Furnished,No Pets,"Pre Paid Meter,Chandelier,Dining Area,Balcony,Kitchen Cabinets,Tiled Floor,24 Hours Electricity,Pop Ceiling,Kitchen Shelf,Wardrobe",,,,,,,,,,,,
"₦ 2,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,per annum,Hill View Estate Off PH/Aba Expressway Rumuogba PHC,Hill View Estate,,Fairly Used,Unfurnished,,"Chandelier,24 Hours Electricity,Dining Area,Tiled Floor,Pop Ceiling,Balcony,Pre Paid Meter,Wardrobe,Hot Water,Kitchen Cabinets,Kitchen Shelf",,,,,,,,,,,,
"₦ 5,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,per annum,NAF Harmony Estate,Harmony Estate,600 sqm,Newly Built,Semi-Furnished,Pets Allowed,"Hot Water,Wardrobe,Kitchen Shelf,Tiled Floor,Apartment,Kitchen Cabinets,Balcony,Pre Paid Meter,Dining Area,Pop Ceiling,24 Hours Electricity",,,,,,,,,,,,
"₦ 5,000,000","Rivers, Port-Harcourt, Trans Amadi",Duplex,4 bedrooms,4 bathrooms,per annum,Phase II,Rivtaf Golf Estate,,Fairly Used,Unfurnished,,"Wardrobe,Pre Paid Meter,Kitchen Shelf,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Wi-Fi,Dishwasher,Tiled Floor",Yes,500000.0,250000.0,200000.0,,,,,,,,
"₦ 1,400,000","Rivers, Obio-Akpor",Bungalow,4 bedrooms,4 bathrooms,per annum,This property is located off Rumuodara Junction,,450 sqm,Renovated,Semi-Furnished,Pets Allowed,"Chandelier,Hot Water,Dining Area,Pre Paid Meter,Kitchen Cabinets,Wardrobe,Pop Ceiling,Balcony,Kitchen Shelf,Tiled Floor",,,,,,,,,,,,
"₦ 1,000,000","Rivers, Obio-Akpor",Bungalow,4 bedrooms,5 bathrooms,per annum,This property is at off rumuodara junction,,,Fairly Used,Semi-Furnished,Pets Allowed,"Hot Water,Pop Ceiling,Balcony,Pre Paid Meter,Kitchen Cabinets,24 Hours Electricity,Tiled Floor,Wardrobe,Dining Area,Chandelier",,10.0,5.0,100.0,,,,,,,,
"₦ 2,000,000","Rivers, Obio-Akpor",Bungalow,4 bedrooms,5 bathrooms,per quarter,This property is located at Nkpogu within LNG,,,Newly Built,Semi-Furnished,Pets Allowed,"Dining Area,Hot Water,Pop Ceiling,Balcony,Wardrobe,Tiled Floor,Pre Paid Meter,Kitchen Cabinets,24 Hours Electricity",,,,,,,,,,,,
"₦ 2,000,000","Rivers, Obio-Akpor",Bungalow,4 bedrooms,4 bathrooms,per annum,This property is located at Mkpogu Transamadi,,450 sqm,Newly Built,Semi-Furnished,Pets Allowed,"24 Hours Electricity,Pre Paid Meter,Kitchen Shelf,Pop Ceiling,Wardrobe,Balcony,Tiled Floor,Hot Water,Dining Area,Kitchen Cabinets",,,,,,,,,,,,
"₦ 2,000,000","Rivers, Obio-Akpor",Duplex,4 bedrooms,5 bathrooms,per quarter,This property is within big treat by Rukpokwu,Big treat estate,,Newly Built,Semi-Furnished,,"24 Hours Electricity,Pop Ceiling,Wardrobe,Tiled Floor,Pre Paid Meter,Balcony,Hot Water,Dining Area,Kitchen Cabinets",,,,,,,,,,,,
"₦ 700,000","Rivers, Obio-Akpor",Bungalow,4 bedrooms,3 bathrooms,per quarter,This property is within tank junction east west road,,,Fairly Used,Semi-Furnished,Pets Allowed,"24 Hours Electricity,Balcony,Pop Ceiling,Chandelier,Tiled Floor,Pre Paid Meter,Kitchen Cabinets,Dining Area,Wardrobe,Hot Water",,,,,,,,,,,,
